time,temperature_2m_max,temperature_2m_min,precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant,et0_fao_evapotranspiration (mm)
01-01-2021,26.9,24.1,0.1,1,22,44,4.05
02-01-2021,25.4,23.9,15.7,16,21.1,37,1.79
03-01-2021,26.9,23.6,3.5,18,19.5,44,3.03
04-01-2021,26.7,23.6,4.5,16,19.5,49,3.07
05-01-2021,25.9,23.8,17.6,23,16.6,65,1.52
06-01-2021,26.9,23.3,16.1,23,15.5,85,2.28
07-01-2021,27.2,23.5,3.4,23,17.2,45,1.93
08-01-2021,27.8,23.7,4.2,18,13.5,56,2.81
09-01-2021,28,23.6,2,13,18.2,48,3.26
10-01-2021,28,24,0.9,8,19.1,35,2.82
11-01-2021,28,24,3,11,22.1,27,3.15
12-01-2021,28.1,24.3,0.9,7,22.7,33,3.48
13-01-2021,27.9,23.9,0.7,4,21.7,32,3.59
14-01-2021,27.2,23.8,1.6,10,21.9,42,3.02
15-01-2021,28.1,22.9,0,0,14.3,48,3.8
16-01-2021,27.6,21.7,0,0,12.7,53,3.97
17-01-2021,27.2,20.4,0,0,14,51,4.18
18-01-2021,27.8,23,0,0,18.9,45,3.98
19-01-2021,27.9,22.5,0,0,17.6,29,4.4
20-01-2021,27.9,22.4,0,0,14.6,26,3.05
21-01-2021,28.2,23.1,0.2,2,9.7,72,3.39
22-01-2021,28.5,22.9,1.1,7,11.6,92,3.65
23-01-2021,28.2,22.3,0.4,2,10.8,82,3.87
24-01-2021,28.1,21.6,0.3,2,12.6,73,3.55
25-01-2021,28,21.8,0.8,2,12.8,70,3.61
26-01-2021,27.9,20.1,0,0,13.4,50,4.25
27-01-2021,27.5,21.1,0,0,12.2,62,3.99
28-01-2021,28.1,22.5,0.8,5,18.4,57,3.98
29-01-2021,28.4,24,0.7,2,17.9,57,4.39
30-01-2021,28.4,23.6,0,0,15.3,53,4.3
31-01-2021,28.5,23.1,0,0,16.1,61,4.42
01-02-2021,28.5,23.3,0,0,20.2,48,4.63
02-02-2021,28.2,22.2,0.5,5,19.5,56,4.24
03-02-2021,27.9,22.8,0,0,18.6,51,4.47
04-02-2021,28.2,21.2,0,0,18.5,54,4.89
05-02-2021,27.8,20.9,0,0,16.1,42,4.75
06-02-2021,28,20.4,0,0,18.4,45,4.8
07-02-2021,28.7,19.5,0,0,19.1,24,4.76
08-02-2021,28.2,20.4,0,0,20.4,45,4.77
09-02-2021,28.4,23.7,0,0,17.9,56,5.47
10-02-2021,28,19.5,0,0,13.1,59,4.8
11-02-2021,28.2,20.1,0,0,12.6,77,4.81
12-02-2021,28.1,20.7,0,0,13.8,39,5.02
13-02-2021,28.5,21.1,0,0,15.5,59,4.67
14-02-2021,28.3,20.5,0,0,17.2,64,4.51
15-02-2021,28.6,19.9,0,0,15.6,74,4.76
16-02-2021,28.9,20.5,0,0,14.1,102,4.77
17-02-2021,28.3,21.3,0,0,14.4,92,4.64
18-02-2021,28.7,24,0,0,16.9,74,5.46
19-02-2021,27.9,23,4.8,15,20.2,48,3.8
20-02-2021,27.1,22.3,4.6,17,18.3,34,3.19
21-02-2021,26.4,22,11.3,16,17.4,65,2.5
22-02-2021,28.4,23.3,0.6,4,16.8,40,4.19
23-02-2021,28.8,21.9,0,0,15.6,44,4.37
24-02-2021,28.9,20.8,0,0,11.6,112,4.64
25-02-2021,28.9,20.6,0,0,13.4,132,4.63
26-02-2021,30.3,21,0,0,12.5,170,4.84
27-02-2021,30.5,21.6,0,0,16.7,175,4.8
28-02-2021,29.4,20.7,0,0,15.2,169,4.67
01-03-2021,30.3,21.2,0,0,17.6,170,4.93
02-03-2021,30.5,22.1,0,0,14.8,173,4.9
03-03-2021,29.4,21.4,0,0,12.7,163,4.82
04-03-2021,28.7,20.6,0,0,12.7,147,4.77
05-03-2021,29.8,20.6,0,0,12.7,96,5.08
06-03-2021,29.6,21.8,0,0,15.1,142,4.98
07-03-2021,30.3,22.8,0,0,13,148,4.92
08-03-2021,29.7,23.1,0,0,14.1,109,4.91
09-03-2021,30.3,23.2,0.1,1,15.3,84,5.01
10-03-2021,30.4,24.4,0.5,4,14.8,104,4.97
11-03-2021,30.4,24.3,0,0,15.1,139,5.28
12-03-2021,29.5,21.6,0,0,13.2,133,5.03
13-03-2021,30.1,21.4,0,0,14,75,5.17
14-03-2021,31.3,22,0,0,13.2,117,5.34
15-03-2021,31.6,22.4,0,0,16.4,108,5.32
16-03-2021,30.9,22.9,0,0,15.7,117,5.11
17-03-2021,30.5,22.3,0,0,14.8,152,4.99
18-03-2021,30.6,23.2,0,0,13.7,124,5.05
19-03-2021,30.3,23,0,0,16.6,131,5.19
20-03-2021,30.6,22,0,0,16.6,145,5.2
21-03-2021,31.2,22.6,0,0,13.1,137,4.14
22-03-2021,30.8,22.6,0,0,13.6,142,5.24
23-03-2021,30.6,22.4,0,0,14.3,103,5.08
24-03-2021,31.2,23.4,0,0,14.8,95,5.19
25-03-2021,31.6,23.4,0,0,13.9,125,5.33
26-03-2021,32,23.8,0,0,14.5,121,5.12
27-03-2021,32.4,24,0,0,16.5,144,5.41
28-03-2021,32,23.8,0,0,19.7,161,5.38
29-03-2021,32.8,25.4,0,0,22.3,174,5.64
30-03-2021,35.5,25.2,0,0,21,184,6.13
31-03-2021,35.4,24.7,0,0,25,182,6.13
01-04-2021,35.9,26.4,0,0,24.8,179,6.23
02-04-2021,37.7,27.6,0,0,19.3,187,6.79
03-04-2021,35.9,26.7,0,0,25,172,5.99
04-04-2021,33.1,26.7,0,0,15.6,141,5.32
05-04-2021,32.7,27,0,0,15.8,123,5.53
06-04-2021,32.4,25.8,0.1,1,18.9,141,5.33
07-04-2021,32,24.8,0,0,20.6,156,5.68
08-04-2021,32.2,24.8,0,0,22.7,167,5.78
09-04-2021,32.1,24.2,0,0,20.2,159,5.96
10-04-2021,31.7,25.2,0.8,7,19.1,140,5.42
11-04-2021,31.4,25.4,0.6,4,16.6,131,5.03
12-04-2021,32,26.4,0.2,2,18.6,140,5.4
13-04-2021,31.9,25.8,0,0,19.1,151,5.18
14-04-2021,31.6,26.6,2.1,9,19.1,149,4.41
15-04-2021,30.4,25.5,3.7,13,12.6,136,3.27
16-04-2021,32.3,24.9,0.6,2,18.1,157,5.3
17-04-2021,32.5,26.3,0,0,18.9,152,5.26
18-04-2021,33.2,26.7,0,0,22.5,166,5.78
19-04-2021,33.8,26.8,0,0,21.3,164,5.68
20-04-2021,33.5,27.2,0,0,24.8,166,5.82
21-04-2021,33.4,27,0,0,26.1,166,5.7
22-04-2021,32.8,26.8,0.2,2,23,165,5.63
23-04-2021,33.3,27,0.6,1,22.3,163,5.49
24-04-2021,33,27.2,0.1,1,20,156,5.32
25-04-2021,32.9,27.1,0.2,2,21.7,157,5.69
26-04-2021,32.6,26.4,0.4,3,24.6,158,5.63
27-04-2021,32.5,26.8,0.2,2,21.3,158,5.62
28-04-2021,33.6,26.8,0,0,21.3,154,5.8
29-04-2021,33.6,27.5,0,0,20.9,147,5.74
30-04-2021,32.5,27.2,0.3,3,18.6,138,5.41
01-05-2021,32.5,26.9,0.2,2,17.8,131,5.68
02-05-2021,32.5,26.6,0.2,2,18,125,5.33
03-05-2021,32.3,26.8,0.5,5,16.8,132,5.36
04-05-2021,32.6,26.6,0.9,4,19.1,151,5.21
05-05-2021,32.7,26.6,0.7,7,19.9,144,5.61
06-05-2021,33.2,27.5,0.1,1,20.2,139,5.72
07-05-2021,32.1,27.9,1.3,7,19.3,140,4.93
08-05-2021,31.9,26.9,0.4,3,17.6,124,5.09
09-05-2021,32.4,27.2,0.7,6,17.7,138,5.14
10-05-2021,33.3,27.6,0,0,20.5,163,5.62
11-05-2021,34.8,27.7,0,0,25.5,170,6.16
12-05-2021,33.5,28,1.2,5,25,173,5.94
13-05-2021,33.8,28.3,0.1,1,25.1,169,5.71
14-05-2021,33.1,27.7,0.5,3,25,162,5.59
15-05-2021,34.1,29.2,0,0,29.7,171,6.33
16-05-2021,34.3,28.6,0.3,2,29,173,6.17
17-05-2021,34,28.5,0.1,1,23.4,163,5.96
18-05-2021,33.1,28.7,0,0,24.5,168,5.61
19-05-2021,34.1,27.4,0.8,3,26.6,170,5.57
20-05-2021,34.1,26.3,30,9,20.1,192,5.11
21-05-2021,35.9,26.7,7.7,13,18.7,212,4.58
22-05-2021,33.3,26.2,2.6,6,20.4,229,3.67
23-05-2021,35.7,27.1,0,0,20.3,193,5.43
24-05-2021,37.7,28.4,0,0,19.5,239,5.27
25-05-2021,38.4,29.2,0.7,3,19.6,242,6.2
26-05-2021,39.7,28.3,0,0,22.7,231,7.7
27-05-2021,38.5,28.9,0,0,23,235,7.33
28-05-2021,36.8,28,0,0,20.9,187,6.72
29-05-2021,36.3,27.8,0,0,18.5,174,6.2
30-05-2021,37.6,28.3,0.1,1,18.9,187,6.51
31-05-2021,37.5,27,0.1,1,17.1,214,6.41
01-06-2021,36,28.4,0,0,16.1,177,5.99
02-06-2021,34.3,28,0.1,1,15.5,154,5.75
03-06-2021,33.9,27.6,0.1,1,20.4,162,5.71
04-06-2021,31.7,27.5,1.6,4,18.6,161,5.06
05-06-2021,31.9,26.1,3.9,6,19.4,159,4.98
06-06-2021,32.8,25.8,0.4,3,16.5,157,5.13
07-06-2021,35.8,27.9,4.7,4,17.4,182,5.67
08-06-2021,34.3,28,1,7,20.9,180,5.6
09-06-2021,37.6,27.7,0.2,1,20.3,216,6.62
10-06-2021,37,28.7,0.9,5,22.7,221,6.41
11-06-2021,37.2,28.7,0,0,23,227,5.93
12-06-2021,38.3,29.1,0.9,3,20.5,234,7.11
13-06-2021,37.1,28.4,0.1,1,30.5,253,7.87
14-06-2021,35.7,29.6,0,0,29.7,248,7
15-06-2021,36.5,27.7,0.1,1,22.9,214,5.29
16-06-2021,38.6,28.6,0.1,1,27.1,244,8.06
17-06-2021,37.5,29.1,0.6,4,24.8,220,6.95
18-06-2021,37,28.8,0,0,21.8,224,6.6
19-06-2021,37.5,29,0,0,24.3,224,7.03
20-06-2021,37.5,28.2,0.6,1,21.9,207,6.58
21-06-2021,36.6,28,0.3,3,21.3,195,6.49
22-06-2021,35,26.6,2.8,4,20.2,189,5.57
23-06-2021,35.6,27.2,4,3,23.9,191,5.73
24-06-2021,31.6,26.4,1.1,4,16.3,221,3.85
25-06-2021,33.6,27.3,0,0,16.9,185,4.07
26-06-2021,33.9,27,0.8,2,17.4,206,4.98
27-06-2021,31.6,26.9,2.6,7,15,213,4.02
28-06-2021,32.4,25.7,5.4,6,17.8,175,5.2
29-06-2021,32,27.8,0.8,3,23.2,179,5.23
30-06-2021,33.4,27.3,1.4,4,18.9,179,5.3
01-07-2021,33,26.5,3.6,5,24.3,187,5.36
02-07-2021,32.8,25.9,18.3,10,15.9,194,4.88
03-07-2021,32.5,25.6,1.7,3,14.7,185,4.58
04-07-2021,32.9,26.4,10.7,7,19.1,209,4.89
05-07-2021,33.9,25.6,2.6,5,15.5,185,5.4
06-07-2021,32.9,26.2,8.2,8,17.2,188,5.34
07-07-2021,32.7,26.4,7.6,9,19.2,188,5.11
08-07-2021,33.3,27.4,3.9,4,13.6,181,5.06
09-07-2021,33.7,25.1,4.9,9,16.4,220,5.11
10-07-2021,32.1,26.2,6.3,8,16.3,236,3.97
11-07-2021,33.9,27,1.4,8,20.3,255,4.58
12-07-2021,32.1,26.1,0.4,3,19.7,245,4.03
13-07-2021,33.2,26.6,4.1,4,16.2,252,4.71
14-07-2021,32.3,26,5.3,7,18.4,237,4.35
15-07-2021,32.8,25,5.2,10,18.8,218,5.33
16-07-2021,32.2,26.1,20.1,16,15.5,206,4.49
17-07-2021,31.8,25.6,26.8,17,14.2,220,3.89
18-07-2021,31.2,24.9,13.1,18,19.2,232,3.96
19-07-2021,33.4,26,0.9,6,21.3,232,5.63
20-07-2021,34.2,26.3,0,0,23,265,5.62
21-07-2021,32,26.6,0.6,2,19.3,263,4.16
22-07-2021,32.3,26.1,1.7,5,29.7,249,4.27
23-07-2021,33.4,26,3.9,3,20.2,231,5.16
24-07-2021,35,25.9,0,0,21.7,226,5.99
25-07-2021,34.7,27.6,0.4,4,20.7,228,6.09
26-07-2021,35,27.2,1.3,2,16.5,232,5.73
27-07-2021,35.6,27.8,0.2,2,18.8,228,6.39
28-07-2021,35.7,27.6,0,0,18.9,237,6.52
29-07-2021,35.8,28.2,0.1,1,19.8,259,6.18
30-07-2021,36.3,27.7,0,0,20.5,263,6.39
31-07-2021,36.1,28.1,0.6,5,21.9,244,6.24
01-08-2021,35.8,26.2,0.5,4,21.5,235,5.94
02-08-2021,35.3,27.7,1.1,6,18.5,225,6.43
03-08-2021,35.3,28,0.6,6,19.5,225,6.32
04-08-2021,37.2,28.1,0.9,2,18.4,253,6.2
05-08-2021,36.1,28.4,1.5,8,21.2,235,6.29
06-08-2021,35.9,27.6,1.7,9,19.6,222,5.92
07-08-2021,34.3,27.4,2,5,15.8,200,5.56
08-08-2021,33.4,26.4,3.7,4,17.7,176,5.35
09-08-2021,34,27.3,3.6,7,14.8,175,5.43
10-08-2021,34.3,26.1,6.5,12,20.7,260,5.31
11-08-2021,34.1,26.7,4,4,15.2,215,5.54
12-08-2021,32.8,26.4,5.6,12,13.8,252,4.15
13-08-2021,32.3,26,10.2,15,10.9,268,3.93
14-08-2021,33.5,26.6,1.5,3,15.1,254,4.96
15-08-2021,32.9,25.9,1.4,5,15,273,4.54
16-08-2021,33,25.8,0.9,3,13.1,236,3.83
17-08-2021,32.7,26,0.8,3,15.5,205,4.44
18-08-2021,33.4,26.8,2.3,4,23.1,201,5.26
19-08-2021,33.4,27.5,5.2,3,15.2,216,4.93
20-08-2021,31.9,25.1,4.7,8,18.1,181,4.9
21-08-2021,30.2,25.5,3.4,12,17.8,193,4.15
22-08-2021,30.6,24.8,0.2,1,20.4,175,5.05
23-08-2021,30.8,25.5,0,0,22.6,182,4.95
24-08-2021,32,26.1,0.6,4,19.6,185,5.01
25-08-2021,33.4,26.4,6.6,10,17.3,203,5.33
26-08-2021,32.3,25.4,10.7,6,12.1,198,4.89
27-08-2021,32.6,25.7,11.8,12,13.7,226,4.56
28-08-2021,29.7,25.2,27.4,23,14.8,243,2.65
29-08-2021,29.4,25.1,35.1,23,16,234,2.44
30-08-2021,32.4,25.4,0.6,4,14,238,4.33
31-08-2021,31.4,25.5,1.8,6,11.5,191,4.4
01-09-2021,30.4,26.6,0.4,3,10.7,176,3.62
02-09-2021,30.6,25.4,26.7,12,13.3,209,4
03-09-2021,30.3,24.6,19.8,17,18.8,231,3.77
04-09-2021,29.2,24.9,12.5,23,13.8,228,2.04
05-09-2021,31,25,10.4,11,14.8,230,4
06-09-2021,30,25.6,1.9,2,18.3,241,3.09
07-09-2021,32.4,26.8,0,0,19.5,219,5.52
08-09-2021,32.9,25.9,0.2,2,18.2,200,5.06
09-09-2021,33.8,26.8,0.3,1,16.2,241,5.58
10-09-2021,33.1,26.9,0.1,1,14.3,232,4.56
11-09-2021,33,26.7,1.5,5,14.7,223,4.59
12-09-2021,33.6,26.7,0.8,4,18.9,228,4.68
13-09-2021,35.1,27.5,0,0,23.9,223,5.71
14-09-2021,34.4,27.8,0,0,22.1,212,5.84
15-09-2021,33.6,27.1,0.7,2,17.7,186,5.43
16-09-2021,32,27.1,1.3,4,17.7,190,4.28
17-09-2021,32.2,26.9,3.3,6,14.8,177,4.43
18-09-2021,32.2,26.4,2.5,6,15.5,184,4.69
19-09-2021,31.3,26.4,1.4,7,14.1,174,4.55
20-09-2021,32.2,25.6,3.7,6,16.5,191,5.03
21-09-2021,33.5,25.7,7.5,9,15.3,199,5.07
22-09-2021,32.3,25.5,2.9,10,13.6,209,4.2
23-09-2021,32.4,25.5,5.4,14,15.9,201,4.22
24-09-2021,31.3,25.9,4.9,5,13.4,137,4.7
25-09-2021,32.8,25.8,9.4,11,13.2,210,4.89
26-09-2021,31,25.2,4.6,12,19.5,225,3.45
27-09-2021,33.6,26.6,1.4,3,21.3,223,5.12
28-09-2021,32.7,26.6,1,4,19.3,223,5.6
29-09-2021,31.7,26.3,0,0,12,145,4.45
30-09-2021,30.3,25.4,11.4,13,10.2,192,3.97
01-10-2021,30.5,25.2,10.1,13,17.1,72,4.11
02-10-2021,29.4,25.7,11,19,15.1,74,3.92
03-10-2021,30,25.6,3.6,12,15.3,101,4.12
04-10-2021,30.2,25.9,0.9,7,14.1,75,3.73
05-10-2021,27.4,25.3,30.7,21,20.4,36,1.93
06-10-2021,31,25.3,6.8,11,19.7,156,4.29
07-10-2021,30.5,26.2,2.8,7,15,173,4.38
08-10-2021,31.2,25.5,9.2,12,13.6,218,3.58
09-10-2021,31.5,25.7,13.5,8,16.9,242,3.94
10-10-2021,31.1,26.3,3.2,5,10.8,265,3.17
11-10-2021,30.7,25.4,14.7,13,14.5,252,3.27
12-10-2021,32.4,24.8,13.1,11,13.4,254,4.19
13-10-2021,31.6,24.6,0,0,13.9,313,4.63
14-10-2021,32.6,25.2,4.7,6,13.3,239,4.65
15-10-2021,32.5,25.3,5.8,2,11,223,4.59
16-10-2021,31.5,25.5,2.5,8,18,195,4.4
17-10-2021,31.3,25.4,2.1,4,14.7,196,4.19
18-10-2021,32,26.6,1.8,6,14.1,236,3.98
19-10-2021,32.6,26.1,2.4,2,12.5,197,4.44
20-10-2021,31.8,26.3,9.1,8,10.2,195,4.1
21-10-2021,30.4,25.5,2.5,9,11.5,163,4.28
22-10-2021,30.9,24.1,10,11,16.4,183,4.34
23-10-2021,30.5,23.8,6.1,5,11.2,176,4.23
24-10-2021,29.5,24.2,4.6,7,14.3,3,3.3
25-10-2021,30.2,23.7,2.1,7,20,16,4.28
26-10-2021,29.9,25.1,0.6,5,17.4,25,4.25
27-10-2021,30.3,24.8,0.7,5,21.2,21,4.7
28-10-2021,28.6,25.1,16.6,18,21.7,17,2.5
29-10-2021,28,24.4,16.1,23,15.7,66,2.41
30-10-2021,29.3,24,5.6,18,17.6,22,3.51
31-10-2021,29.9,24,20.6,20,21,41,3.66
01-11-2021,27.3,25,23.6,24,13,71,1.63
02-11-2021,27.5,24.6,9.4,20,17.4,72,2.22
03-11-2021,27.3,24,14.2,22,11.2,27,1.97
04-11-2021,26.7,23.6,28.4,21,12.6,350,1.12
05-11-2021,27.7,23.4,26,17,12.9,342,2.22
06-11-2021,28,23.4,17.9,16,15.5,1,2.8
07-11-2021,25.7,23.2,58.3,24,21.9,25,1.08
08-11-2021,28.3,24.2,12.8,21,22.4,25,2.28
09-11-2021,27.3,24,12.6,19,25.3,5,1.89
10-11-2021,25,22.8,76.4,24,27.9,342,1.27
11-11-2021,27.3,21.9,186.3,20,38.6,341,1.38
12-11-2021,28.6,24.3,1.6,5,14.5,150,3.54
13-11-2021,29.3,24.6,0.8,4,13.1,161,3.37
14-11-2021,29.2,24.4,11.6,16,11.5,120,3.13
15-11-2021,27.7,23.9,7,13,10.1,116,2.13
16-11-2021,29,23.4,10.4,8,15.2,82,3.66
17-11-2021,28.4,24,13.9,16,19.1,19,2.11
18-11-2021,26.6,23.4,62.2,24,30.5,36,1.32
19-11-2021,28.5,25.1,8,14,28.9,145,3.38
20-11-2021,28.3,24.6,12.6,19,17.5,158,2.76
21-11-2021,29.2,23.5,5.8,7,13.1,106,3.63
22-11-2021,28.3,24.1,11.8,12,15.3,55,2.98
23-11-2021,29.7,23.9,1.3,6,18.6,33,3.84
24-11-2021,29.7,24.5,0.6,6,18.3,44,3.98
25-11-2021,28.5,23.8,34.3,20,22.3,32,2.22
26-11-2021,26.6,24.5,40.3,22,23,41,1.76
27-11-2021,26.4,23.9,29.7,24,17.6,36,1.42
28-11-2021,26.4,23.7,30.2,24,18.8,62,1.48
29-11-2021,27.4,23.7,27.5,22,14.8,78,2.37
30-11-2021,26.9,23.9,6.6,19,17.6,46,2.28
01-12-2021,28.7,22.7,3.9,11,19.8,42,3.87
02-12-2021,28.9,24.4,0.3,2,18.2,26,4.75
03-12-2021,29.4,22.4,0,0,16.1,358,3.56
04-12-2021,30.1,21.5,0,0,9.4,280,4.05
05-12-2021,30.4,22.9,0.7,3,12.2,191,3.8
06-12-2021,29.5,23.7,0.6,4,10.6,123,3.51
07-12-2021,29.5,23.4,0.2,2,15.5,28,3.74
08-12-2021,29.2,24.3,1.2,10,16.9,36,3.53
09-12-2021,28.8,25.1,1.4,8,14.1,64,3.35
10-12-2021,29.2,24.7,3.1,7,22.1,41,3.66
11-12-2021,28.5,23.6,7.2,15,21.2,33,3.43
12-12-2021,27.9,22.6,10.1,17,23.2,36,3.29
13-12-2021,27.6,22.3,4.5,21,21,28,3.19
14-12-2021,28.2,23.6,6.1,14,24.5,46,3.6
15-12-2021,28.2,25,0,0,24.2,32,4.41
16-12-2021,28.2,24.4,0,0,23.5,24,4.63
17-12-2021,28,22.5,0,0,21.9,17,4.43
18-12-2021,27.8,21.7,0,0,21.4,20,4.24
19-12-2021,27.8,21.3,0,0,21.1,21,4.4
20-12-2021,27.9,22.9,0,0,22.1,20,4.2
21-12-2021,28.3,20.9,0,0,13.8,9,4.21
22-12-2021,27.8,19.8,0,0,14.3,32,4.1
23-12-2021,27.6,18.3,0,0,11.8,56,4.14
24-12-2021,27.6,18.3,0,0,9.8,95,3.86
25-12-2021,27.4,19.3,0,0,11.9,90,3.82
26-12-2021,27.9,19.9,0,0,11.4,74,3.79
27-12-2021,29.1,20.9,0,0,13,61,3.77
28-12-2021,27,21.9,1,7,17.7,61,3.07
29-12-2021,28.3,21.9,0.8,6,16.6,66,3.84
30-12-2021,26.7,22.3,11.7,18,19.3,43,2.69
31-12-2021,26.1,22.5,17.3,23,22,53,2.49
